Date,Close
3/2/2015 16:00:00,34.64
3/3/2015 16:00:00,34.41
3/4/2015 16:00:00,34
3/5/2015 16:00:00,34
3/6/2015 16:00:00,33.48
3/9/2015 16:00:00,33.35
3/10/2015 16:00:00,32.78
3/11/2015 16:00:00,32.62
3/12/2015 16:00:00,33.13
3/13/2015 16:00:00,32.76
3/16/2015 16:00:00,33.06
3/17/2015 16:00:00,32.9
3/18/2015 16:00:00,33.59
3/19/2015 16:00:00,33.2
3/20/2015 16:00:00,33.23
3/23/2015 16:00:00,33.28
3/24/2015 16:00:00,33.07
3/25/2015 16:00:00,32.62
3/26/2015 16:00:00,32.82
3/27/2015 16:00:00,32.75
3/30/2015 16:00:00,32.97
3/31/2015 16:00:00,32.65
4/1/2015 16:00:00,32.89
4/2/2015 16:00:00,33.13
4/6/2015 16:00:00,33.33
4/7/2015 16:00:00,33.16
4/8/2015 16:00:00,32.65
4/9/2015 16:00:00,32.69
4/10/2015 16:00:00,32.77
4/13/2015 16:00:00,32.88
4/14/2015 16:00:00,32.69
4/15/2015 16:00:00,32.89
4/16/2015 16:00:00,32.75
4/17/2015 16:00:00,32.51
4/20/2015 16:00:00,32.83
4/21/2015 16:00:00,32.66
4/22/2015 16:00:00,32.86
4/23/2015 16:00:00,34.23
4/24/2015 16:00:00,34.01
4/27/2015 16:00:00,34.09
4/28/2015 16:00:00,34.86
4/29/2015 16:00:00,34.76
4/30/2015 16:00:00,34.64
5/1/2015 16:00:00,34.42
5/4/2015 16:00:00,34.53
5/5/2015 16:00:00,33.72
5/6/2015 16:00:00,33.38
5/7/2015 16:00:00,33.37
5/8/2015 16:00:00,33.69
5/11/2015 16:00:00,33.49
5/12/2015 16:00:00,33.66
5/13/2015 16:00:00,33.9
5/14/2015 16:00:00,34.13
5/15/2015 16:00:00,34.33
5/18/2015 16:00:00,34.87
5/19/2015 16:00:00,34.37
5/20/2015 16:00:00,34.62
5/21/2015 16:00:00,35.07
5/22/2015 16:00:00,34.71
5/26/2015 16:00:00,34.67
5/27/2015 16:00:00,34.95
5/28/2015 16:00:00,34.8
5/29/2015 16:00:00,34.54
6/1/2015 16:00:00,34.35
6/2/2015 16:00:00,34.36
6/3/2015 16:00:00,35.03
6/4/2015 16:00:00,35.27
6/5/2015 16:00:00,34.57
6/8/2015 16:00:00,34.59
6/9/2015 16:00:00,34.51
6/10/2015 16:00:00,34.72
6/11/2015 16:00:00,34.88
6/12/2015 16:00:00,34.65
6/15/2015 16:00:00,34.41
6/16/2015 16:00:00,34.67
6/17/2015 16:00:00,34.8
6/18/2015 16:00:00,35.02
6/19/2015 16:00:00,34.99
6/22/2015 16:00:00,35.04
6/23/2015 16:00:00,35.91
6/24/2015 16:00:00,35.78
6/25/2015 16:00:00,36.18
6/26/2015 16:00:00,36.12
6/29/2015 16:00:00,35.77
6/30/2015 16:00:00,35.52
7/1/2015 16:00:00,35.57
7/2/2015 16:00:00,35.73
7/6/2015 16:00:00,35.61
7/7/2015 16:00:00,35.77
7/8/2015 16:00:00,34.79
7/9/2015 16:00:00,34.39
7/10/2015 16:00:00,34.65
7/13/2015 16:00:00,34.88
7/14/2015 16:00:00,35.12
7/15/2015 16:00:00,34.73
7/16/2015 16:00:00,35.16
7/17/2015 16:00:00,35.01
7/20/2015 16:00:00,34.9
7/21/2015 16:00:00,34.57
7/22/2015 16:00:00,34.27
7/23/2015 16:00:00,33.93
7/24/2015 16:00:00,34.29
7/27/2015 16:00:00,34.32
7/28/2015 16:00:00,34.33
7/29/2015 16:00:00,34.69
7/30/2015 16:00:00,34.8
7/31/2015 16:00:00,34.74
8/3/2015 16:00:00,34.66
