Date,Close
6/30/2015 16:00:00,78.24
7/1/2015 16:00:00,79.72
7/2/2015 16:00:00,79.93
7/6/2015 16:00:00,80.05
7/7/2015 16:00:00,81.72
7/8/2015 16:00:00,80.99
7/9/2015 16:00:00,80.66
7/10/2015 16:00:00,80.95
7/13/2015 16:00:00,81.91
7/14/2015 16:00:00,82.04
7/15/2015 16:00:00,82.15
7/16/2015 16:00:00,82.3
7/17/2015 16:00:00,82.24
7/20/2015 16:00:00,82.19
7/21/2015 16:00:00,81.63
7/22/2015 16:00:00,80.83
7/23/2015 16:00:00,80.7
7/24/2015 16:00:00,80.29
7/27/2015 16:00:00,79.97
7/28/2015 16:00:00,80.23
7/29/2015 16:00:00,80.62
7/30/2015 16:00:00,77.39
7/31/2015 16:00:00,76.7
8/3/2015 16:00:00,76.4
8/4/2015 16:00:00,75.91
8/5/2015 16:00:00,75.77
8/6/2015 16:00:00,75.74
8/7/2015 16:00:00,75.48
8/10/2015 16:00:00,76.38
8/11/2015 16:00:00,76.22
8/12/2015 16:00:00,76.39
8/13/2015 16:00:00,75.78
8/14/2015 16:00:00,75.62
8/17/2015 16:00:00,75.53
8/18/2015 16:00:00,75.13
8/19/2015 16:00:00,74.12
8/20/2015 16:00:00,73.91
8/21/2015 16:00:00,71.84
8/24/2015 16:00:00,69.14
8/25/2015 16:00:00,68.42
8/26/2015 16:00:00,70.9
8/27/2015 16:00:00,71.48
8/28/2015 16:00:00,71.21
8/31/2015 16:00:00,70.67
9/1/2015 16:00:00,68.9
9/2/2015 16:00:00,69.81
9/3/2015 16:00:00,69.93
9/4/2015 16:00:00,68.76
9/8/2015 16:00:00,69.98
9/9/2015 16:00:00,68.48
9/10/2015 16:00:00,68.32
9/11/2015 16:00:00,68.42
9/14/2015 16:00:00,68.06
9/15/2015 16:00:00,69.45
9/16/2015 16:00:00,70.1
9/17/2015 16:00:00,70.24
9/18/2015 16:00:00,69.94
9/21/2015 16:00:00,70.65
9/22/2015 16:00:00,70.19
9/23/2015 16:00:00,70.26
9/24/2015 16:00:00,71.36
9/25/2015 16:00:00,72.67
9/28/2015 16:00:00,71.77
9/29/2015 16:00:00,72.28
9/30/2015 16:00:00,71.94
10/1/2015 16:00:00,71.95
10/2/2015 16:00:00,72.42
10/5/2015 16:00:00,73.22
10/6/2015 16:00:00,73.4
10/7/2015 16:00:00,73.72
10/8/2015 16:00:00,74.4
10/9/2015 16:00:00,74.48
10/12/2015 16:00:00,74.33
10/13/2015 16:00:00,74.11
10/14/2015 16:00:00,74.21
10/15/2015 16:00:00,74.27
10/16/2015 16:00:00,74.9
10/19/2015 16:00:00,75.16
10/20/2015 16:00:00,74.43
10/21/2015 16:00:00,73.59
10/22/2015 16:00:00,74.85
10/23/2015 16:00:00,77.03
10/26/2015 16:00:00,77.49
10/27/2015 16:00:00,77.29
10/28/2015 16:00:00,76.51
10/29/2015 16:00:00,77.02
10/30/2015 16:00:00,76.38
11/2/2015 16:00:00,76.6
11/3/2015 16:00:00,77.05
11/4/2015 16:00:00,77.06
11/5/2015 16:00:00,76.39
11/6/2015 16:00:00,75.57
11/9/2015 16:00:00,75.4
11/10/2015 16:00:00,75.77
11/11/2015 16:00:00,75.96
11/12/2015 16:00:00,74.66
11/13/2015 16:00:00,73.96
11/16/2015 16:00:00,75.3
11/17/2015 16:00:00,75.07
11/18/2015 16:00:00,75.9
11/19/2015 16:00:00,76.22
11/20/2015 16:00:00,75.82
11/23/2015 16:00:00,75.97
11/24/2015 16:00:00,76.45
11/25/2015 16:00:00,75.9
11/27/2015 16:00:00,75.7
11/30/2015 16:00:00,74.84
12/1/2015 16:00:00,75.94
12/2/2015 16:00:00,75.79
12/3/2015 16:00:00,75.74
12/4/2015 16:00:00,77.83
12/7/2015 16:00:00,78.37
12/8/2015 16:00:00,77.75
12/9/2015 16:00:00,77.7
12/10/2015 16:00:00,77.79
12/11/2015 16:00:00,77.78
12/14/2015 16:00:00,78.29
12/15/2015 16:00:00,79.68
12/16/2015 16:00:00,80.99
12/17/2015 16:00:00,80.29
12/18/2015 16:00:00,78.13
12/21/2015 16:00:00,78.95
12/22/2015 16:00:00,79.6
12/23/2015 16:00:00,79.92
12/24/2015 16:00:00,79.79
12/28/2015 16:00:00,79.92
12/29/2015 16:00:00,80.36
12/30/2015 16:00:00,80.07
12/31/2015 16:00:00,79.41
1/4/2016 16:00:00,78.37
1/5/2016 16:00:00,78.62
1/6/2016 16:00:00,77.86
1/7/2016 16:00:00,77.18
1/8/2016 16:00:00,75.97
1/11/2016 16:00:00,76.67
1/12/2016 16:00:00,76.51
1/13/2016 16:00:00,75.85
1/14/2016 16:00:00,76.15
1/15/2016 16:00:00,74.98
1/19/2016 16:00:00,76.73
1/20/2016 16:00:00,75.83
1/21/2016 16:00:00,76.72
1/22/2016 16:00:00,77.36
1/25/2016 16:00:00,76.85
1/26/2016 16:00:00,78.81
1/27/2016 16:00:00,78.8
1/28/2016 16:00:00,79.82
1/29/2016 16:00:00,81.69
2/1/2016 16:00:00,81.12
2/2/2016 16:00:00,80.22
2/3/2016 16:00:00,81.1
2/4/2016 16:00:00,80.7
2/5/2016 16:00:00,81.2
2/8/2016 16:00:00,82.62
2/9/2016 16:00:00,82.64
2/10/2016 16:00:00,81.62
2/11/2016 16:00:00,79.9
2/12/2016 16:00:00,80.99
2/16/2016 16:00:00,81.47
2/17/2016 16:00:00,82.45
2/18/2016 16:00:00,81.98
2/19/2016 16:00:00,81.79
2/22/2016 16:00:00,82.13
2/23/2016 16:00:00,81.81
2/24/2016 16:00:00,81.56
2/25/2016 16:00:00,82.34
2/26/2016 16:00:00,81.1
2/29/2016 16:00:00,80.29
3/1/2016 16:00:00,81.23
3/2/2016 16:00:00,82.55
3/3/2016 16:00:00,82.84
3/4/2016 16:00:00,83.49
3/7/2016 16:00:00,83.1
3/8/2016 16:00:00,83.06
3/9/2016 16:00:00,82.96
3/10/2016 16:00:00,82.28
3/11/2016 16:00:00,81.75
3/14/2016 16:00:00,81.17
3/15/2016 16:00:00,81.31
3/16/2016 16:00:00,81.34
3/17/2016 16:00:00,82.75
3/18/2016 16:00:00,83.15
3/21/2016 16:00:00,83.32
3/22/2016 16:00:00,82.74
3/23/2016 16:00:00,82.82
3/24/2016 16:00:00,82.89
3/28/2016 16:00:00,82.62
3/29/2016 16:00:00,82.8
3/30/2016 16:00:00,82.68
3/31/2016 16:00:00,82.31
4/1/2016 16:00:00,83.53
4/4/2016 16:00:00,83.21
4/5/2016 16:00:00,83.16
4/6/2016 16:00:00,83.81
4/7/2016 16:00:00,83.24
4/8/2016 16:00:00,83.2
4/11/2016 16:00:00,82.73
4/12/2016 16:00:00,82.83
4/13/2016 16:00:00,82.46
4/14/2016 16:00:00,82.01
4/15/2016 16:00:00,82.3
4/18/2016 16:00:00,82.83
4/19/2016 16:00:00,83.28
4/20/2016 16:00:00,81.55
4/21/2016 16:00:00,80.8
4/22/2016 16:00:00,80.95
4/25/2016 16:00:00,81.41
4/26/2016 16:00:00,79.55
4/27/2016 16:00:00,79.89
4/28/2016 16:00:00,79.76
4/29/2016 16:00:00,80.12
5/2/2016 16:00:00,80.97
5/3/2016 16:00:00,81.1
5/4/2016 16:00:00,81.6
5/5/2016 16:00:00,81.3
5/6/2016 16:00:00,82.13
5/9/2016 16:00:00,82.12
5/10/2016 16:00:00,82.48
5/11/2016 16:00:00,82.15
5/12/2016 16:00:00,82.41
5/13/2016 16:00:00,81.23
5/16/2016 16:00:00,81.63
5/17/2016 16:00:00,80.62
5/18/2016 16:00:00,79.85
5/19/2016 16:00:00,80.19
5/20/2016 16:00:00,80.02
5/23/2016 16:00:00,80.2
5/24/2016 16:00:00,80.97
5/25/2016 16:00:00,81.48
5/26/2016 16:00:00,81.22
5/27/2016 16:00:00,81.43
5/31/2016 16:00:00,81.04
6/1/2016 16:00:00,81.79
6/2/2016 16:00:00,81.95
6/3/2016 16:00:00,82.47
6/6/2016 16:00:00,82.77
6/7/2016 16:00:00,82.32
6/8/2016 16:00:00,82.65
6/9/2016 16:00:00,83.17
6/10/2016 16:00:00,83.2
6/13/2016 16:00:00,82.57
6/14/2016 16:00:00,83.35
6/15/2016 16:00:00,82.95
6/16/2016 16:00:00,83.41
6/17/2016 16:00:00,83.13
6/20/2016 16:00:00,83.04
6/21/2016 16:00:00,83.41
6/22/2016 16:00:00,83.57
6/23/2016 16:00:00,84.21
6/24/2016 16:00:00,82.26
6/27/2016 16:00:00,81.23
6/28/2016 16:00:00,82.46
6/29/2016 16:00:00,83.91
6/30/2016 16:00:00,84.67
7/1/2016 16:00:00,84.78
7/5/2016 16:00:00,85.44
7/6/2016 16:00:00,85.03
7/7/2016 16:00:00,84.83
7/8/2016 16:00:00,85.77
7/11/2016 16:00:00,85.75
7/12/2016 16:00:00,85.75
7/13/2016 16:00:00,85.89
7/14/2016 16:00:00,85.87
7/15/2016 16:00:00,86.01
7/18/2016 16:00:00,85.93
7/19/2016 16:00:00,86.17
7/20/2016 16:00:00,85.32
7/21/2016 16:00:00,85.26
7/22/2016 16:00:00,85.72
7/25/2016 16:00:00,85.8
7/26/2016 16:00:00,85.27
7/27/2016 16:00:00,84.46
7/28/2016 16:00:00,84.81
7/29/2016 16:00:00,85.59
8/1/2016 16:00:00,86.41
8/2/2016 16:00:00,86.76
8/3/2016 16:00:00,85.97
8/4/2016 16:00:00,86.05
8/5/2016 16:00:00,85.78
8/8/2016 16:00:00,85.76
8/9/2016 16:00:00,85.99
8/10/2016 16:00:00,86.31
8/11/2016 16:00:00,86.73
8/12/2016 16:00:00,87.04
8/15/2016 16:00:00,87.02
8/16/2016 16:00:00,86.58
8/17/2016 16:00:00,86.96
8/18/2016 16:00:00,87.44
8/19/2016 16:00:00,87.31
8/22/2016 16:00:00,86.85
8/23/2016 16:00:00,87.4
8/24/2016 16:00:00,87.31
8/25/2016 16:00:00,87.9
8/26/2016 16:00:00,87.58
8/29/2016 16:00:00,88.3
8/30/2016 16:00:00,87.54
8/31/2016 16:00:00,87.31
9/1/2016 16:00:00,88.31
9/2/2016 16:00:00,88.2
9/6/2016 16:00:00,88.64
9/7/2016 16:00:00,87.95
9/8/2016 16:00:00,87.78
9/9/2016 16:00:00,86.24
9/12/2016 16:00:00,88.25
9/13/2016 16:00:00,87.05
9/14/2016 16:00:00,87.01
9/15/2016 16:00:00,88.06
9/16/2016 16:00:00,88.05
9/19/2016 16:00:00,88.37
9/20/2016 16:00:00,88.58
9/21/2016 16:00:00,87.8
9/22/2016 16:00:00,88.99
9/23/2016 16:00:00,87.76
9/26/2016 16:00:00,87.85
9/27/2016 16:00:00,88.36
9/28/2016 16:00:00,89.46
9/29/2016 16:00:00,88.23
9/30/2016 16:00:00,89.75
10/3/2016 16:00:00,88.66
10/4/2016 16:00:00,88.35
10/5/2016 16:00:00,88.85
10/6/2016 16:00:00,89.22
10/7/2016 16:00:00,90
10/10/2016 16:00:00,89.06
10/11/2016 16:00:00,88.54
10/12/2016 16:00:00,88.57
10/13/2016 16:00:00,88.24
10/14/2016 16:00:00,88.43
10/17/2016 16:00:00,87.83
10/18/2016 16:00:00,87.45
10/19/2016 16:00:00,85.54
10/20/2016 16:00:00,84.93
10/21/2016 16:00:00,84.33
10/24/2016 16:00:00,84.1
10/25/2016 16:00:00,86.97
10/26/2016 16:00:00,87.4
10/27/2016 16:00:00,86.58
10/28/2016 16:00:00,86.84
10/31/2016 16:00:00,86.8
11/1/2016 16:00:00,86.85
11/2/2016 16:00:00,86.74
11/3/2016 16:00:00,86.6
11/4/2016 16:00:00,85.08
11/7/2016 16:00:00,86.56
11/8/2016 16:00:00,87.46
11/9/2016 16:00:00,85.93
11/10/2016 16:00:00,82.96
11/11/2016 16:00:00,83.58
11/14/2016 16:00:00,83
11/15/2016 16:00:00,83.62
11/16/2016 16:00:00,83.19
11/17/2016 16:00:00,83.07
11/18/2016 16:00:00,82
11/21/2016 16:00:00,82.64
11/22/2016 16:00:00,82.76
11/23/2016 16:00:00,82.68
11/25/2016 16:00:00,83.46
11/28/2016 16:00:00,83.07
11/29/2016 16:00:00,82.89
11/30/2016 16:00:00,82.46
12/1/2016 16:00:00,81.86
12/2/2016 16:00:00,82.4
12/5/2016 16:00:00,82.99
12/6/2016 16:00:00,82.91
12/7/2016 16:00:00,84.18
12/8/2016 16:00:00,83.5
12/9/2016 16:00:00,84.37
12/12/2016 16:00:00,85.13
12/13/2016 16:00:00,85.18
12/14/2016 16:00:00,84.37
12/15/2016 16:00:00,84.68
12/16/2016 16:00:00,84.68
12/19/2016 16:00:00,84.71
12/20/2016 16:00:00,84.57
12/21/2016 16:00:00,84.28
12/22/2016 16:00:00,84.47
12/23/2016 16:00:00,84.96
12/27/2016 16:00:00,84.6
12/28/2016 16:00:00,84.07
12/29/2016 16:00:00,84.35
12/30/2016 16:00:00,84.08
1/3/2017 16:00:00,84.2
1/4/2017 16:00:00,84.5
1/5/2017 16:00:00,85.06
1/6/2017 16:00:00,85.03
1/9/2017 16:00:00,84.4
1/10/2017 16:00:00,83.49
1/11/2017 16:00:00,83.75
1/12/2017 16:00:00,83.84
1/13/2017 16:00:00,84.01
1/17/2017 16:00:00,85.21
1/18/2017 16:00:00,84.93
1/19/2017 16:00:00,84.7
1/20/2017 16:00:00,87.45
1/23/2017 16:00:00,86.96
1/24/2017 16:00:00,87.86
1/25/2017 16:00:00,87.16
1/26/2017 16:00:00,86.6
1/27/2017 16:00:00,86.72
1/30/2017 16:00:00,86.75
1/31/2017 16:00:00,87.6
2/1/2017 16:00:00,87.33
2/2/2017 16:00:00,87.76
2/3/2017 16:00:00,87.41
2/6/2017 16:00:00,87.4
2/7/2017 16:00:00,88.01
2/8/2017 16:00:00,88.33
2/9/2017 16:00:00,88.67
2/10/2017 16:00:00,87.97
2/13/2017 16:00:00,88.31
2/14/2017 16:00:00,87.86
2/15/2017 16:00:00,91.12
2/16/2017 16:00:00,90.79
2/17/2017 16:00:00,91.09
2/21/2017 16:00:00,91.67
2/22/2017 16:00:00,91.44
2/23/2017 16:00:00,91.13
2/24/2017 16:00:00,91.05
2/27/2017 16:00:00,90.89
2/28/2017 16:00:00,91.07
3/1/2017 16:00:00,91.66
3/2/2017 16:00:00,90.91
3/3/2017 16:00:00,90.5
3/6/2017 16:00:00,90.37
3/7/2017 16:00:00,90.29
3/8/2017 16:00:00,90.14
3/9/2017 16:00:00,90.34
3/10/2017 16:00:00,91.07
3/13/2017 16:00:00,91.31
3/14/2017 16:00:00,91
3/15/2017 16:00:00,91.4
3/16/2017 16:00:00,91.44
3/17/2017 16:00:00,91
3/20/2017 16:00:00,91.22
3/21/2017 16:00:00,91.19
3/22/2017 16:00:00,90.99
3/23/2017 16:00:00,90.77
3/24/2017 16:00:00,90.57
3/27/2017 16:00:00,90.49
3/28/2017 16:00:00,90.76
3/29/2017 16:00:00,90.6
3/30/2017 16:00:00,90.2
3/31/2017 16:00:00,89.85
4/3/2017 16:00:00,89.68
4/4/2017 16:00:00,89.91
4/5/2017 16:00:00,89.97
4/6/2017 16:00:00,89.4
4/7/2017 16:00:00,89.23
4/10/2017 16:00:00,89.49
4/11/2017 16:00:00,89.8
4/12/2017 16:00:00,90.31
4/13/2017 16:00:00,90.03
4/17/2017 16:00:00,90.39
4/18/2017 16:00:00,90.8
4/19/2017 16:00:00,89.6
4/20/2017 16:00:00,89.33
4/21/2017 16:00:00,88.62
4/24/2017 16:00:00,89.55
4/25/2017 16:00:00,90
4/26/2017 16:00:00,87.74
4/27/2017 16:00:00,87.69
4/28/2017 16:00:00,87.33
5/1/2017 16:00:00,87.09
5/2/2017 16:00:00,86.22
5/3/2017 16:00:00,86.43
5/4/2017 16:00:00,86.45
5/5/2017 16:00:00,86.5
5/8/2017 16:00:00,86.55
5/9/2017 16:00:00,86.4
5/10/2017 16:00:00,86.49
5/11/2017 16:00:00,86.17
5/12/2017 16:00:00,86.19
5/15/2017 16:00:00,86.33
5/16/2017 16:00:00,86.24
5/17/2017 16:00:00,86.26
5/18/2017 16:00:00,85.87
5/19/2017 16:00:00,86.24
5/22/2017 16:00:00,86.21
5/23/2017 16:00:00,86.08
5/24/2017 16:00:00,86.5
5/25/2017 16:00:00,86.86
5/26/2017 16:00:00,87.25
5/30/2017 16:00:00,87.4
5/31/2017 16:00:00,88.09
6/1/2017 16:00:00,88.13
6/2/2017 16:00:00,88.59
6/5/2017 16:00:00,88.74
6/6/2017 16:00:00,88.8
6/7/2017 16:00:00,88.77
6/8/2017 16:00:00,87.85
6/9/2017 16:00:00,88.16
6/12/2017 16:00:00,88.24
6/13/2017 16:00:00,88.06
6/14/2017 16:00:00,88.44
6/15/2017 16:00:00,89.38
6/16/2017 16:00:00,89.66
6/19/2017 16:00:00,89.86
6/20/2017 16:00:00,89.63
6/21/2017 16:00:00,89.4
6/22/2017 16:00:00,89.03
6/23/2017 16:00:00,89.42
6/26/2017 16:00:00,89.36
6/27/2017 16:00:00,88.61
6/28/2017 16:00:00,88.37
6/29/2017 16:00:00,86.99
6/30/2017 16:00:00,87.15
7/3/2017 16:00:00,87.74
7/5/2017 16:00:00,87.67
7/6/2017 16:00:00,87.37
7/7/2017 16:00:00,87.65
7/10/2017 16:00:00,87.09
7/11/2017 16:00:00,86.77
7/12/2017 16:00:00,86.96
7/13/2017 16:00:00,86.7
7/14/2017 16:00:00,87.1
7/17/2017 16:00:00,87.55
7/18/2017 16:00:00,88.64
7/19/2017 16:00:00,88.35
7/20/2017 16:00:00,88.6
7/21/2017 16:00:00,88.61
7/24/2017 16:00:00,88.18
7/25/2017 16:00:00,89.14
7/26/2017 16:00:00,89.3
7/27/2017 16:00:00,90.68
7/28/2017 16:00:00,90.21
7/31/2017 16:00:00,90.82
8/1/2017 16:00:00,91.1
8/2/2017 16:00:00,91.04
8/3/2017 16:00:00,90.86
8/4/2017 16:00:00,90.67
8/7/2017 16:00:00,91.44
8/8/2017 16:00:00,91.58
8/9/2017 16:00:00,91.92
8/10/2017 16:00:00,91.74
8/11/2017 16:00:00,91.34
8/14/2017 16:00:00,91.65
8/15/2017 16:00:00,92.2
8/16/2017 16:00:00,92.44
8/17/2017 16:00:00,92.07
8/18/2017 16:00:00,92.47
8/21/2017 16:00:00,92.86
8/22/2017 16:00:00,92.79
8/23/2017 16:00:00,92.44
8/24/2017 16:00:00,92.27
8/25/2017 16:00:00,92.51
8/28/2017 16:00:00,92.47
8/29/2017 16:00:00,92.32
8/30/2017 16:00:00,91.87
8/31/2017 16:00:00,92.27
9/1/2017 16:00:00,92.53
9/5/2017 16:00:00,92.72
9/6/2017 16:00:00,92.72
9/7/2017 16:00:00,92.97
9/8/2017 16:00:00,92.84
9/11/2017 16:00:00,93.99
9/12/2017 16:00:00,93.51
9/13/2017 16:00:00,93.55
9/14/2017 16:00:00,93.55
9/15/2017 16:00:00,93.27
9/18/2017 16:00:00,93.15
9/19/2017 16:00:00,94.17
9/20/2017 16:00:00,94.4
9/21/2017 16:00:00,92.64
9/22/2017 16:00:00,92.24
9/25/2017 16:00:00,92.72
9/26/2017 16:00:00,92.65
9/27/2017 16:00:00,90.87
9/28/2017 16:00:00,90.89
9/29/2017 16:00:00,90.98
10/2/2017 16:00:00,91.77
10/3/2017 16:00:00,92.12
10/4/2017 16:00:00,92.42
10/5/2017 16:00:00,92.03
10/6/2017 16:00:00,92.33
10/9/2017 16:00:00,92.12
10/10/2017 16:00:00,91.62
10/11/2017 16:00:00,91.46
10/12/2017 16:00:00,92.15
10/13/2017 16:00:00,93.04
10/16/2017 16:00:00,93.14
10/17/2017 16:00:00,92.8
10/18/2017 16:00:00,92.77
10/19/2017 16:00:00,91.59
10/20/2017 16:00:00,88.25
10/23/2017 16:00:00,87.3
10/24/2017 16:00:00,86.98
10/25/2017 16:00:00,86.86
10/26/2017 16:00:00,87.5
10/27/2017 16:00:00,87.04
10/30/2017 16:00:00,86.27
10/31/2017 16:00:00,86.34
11/1/2017 16:00:00,86.89
11/2/2017 16:00:00,86.51
11/3/2017 16:00:00,86.58
11/6/2017 16:00:00,86.05
11/7/2017 16:00:00,86.98
11/8/2017 16:00:00,87.58
11/9/2017 16:00:00,87.78
11/10/2017 16:00:00,88.16
11/13/2017 16:00:00,89
11/14/2017 16:00:00,88.87
11/15/2017 16:00:00,88.23
11/16/2017 16:00:00,89.25
11/17/2017 16:00:00,88.43
11/20/2017 16:00:00,88.27
11/21/2017 16:00:00,88.72
11/22/2017 16:00:00,88.33
11/24/2017 13:00:00,88.45
11/27/2017 16:00:00,88.96
11/28/2017 16:00:00,89.4
11/29/2017 16:00:00,89.38
11/30/2017 16:00:00,89.99
12/1/2017 16:00:00,90.36
12/4/2017 16:00:00,91.41
12/5/2017 16:00:00,91.4
12/6/2017 16:00:00,91.25
12/7/2017 16:00:00,90.1
12/8/2017 16:00:00,90.37
12/11/2017 16:00:00,90.23
12/12/2017 16:00:00,89.85
12/13/2017 16:00:00,90.88
12/14/2017 16:00:00,91
12/15/2017 16:00:00,91.89
12/18/2017 16:00:00,91.88
12/19/2017 16:00:00,91.68
12/20/2017 16:00:00,91.53
12/21/2017 16:00:00,91.67
12/22/2017 16:00:00,92.13
12/26/2017 16:00:00,92.48
12/27/2017 16:00:00,92.1
12/28/2017 16:00:00,92.07
12/29/2017 16:00:00,91.88
1/2/2018 16:00:00,90.65
1/3/2018 16:00:00,90.54
1/4/2018 16:00:00,91.18
1/5/2018 16:00:00,91.24
1/8/2018 16:00:00,91.72
1/9/2018 16:00:00,91.05
1/10/2018 16:00:00,90.47
1/11/2018 16:00:00,90.15
1/12/2018 16:00:00,89.61
1/16/2018 16:00:00,90.22
1/17/2018 16:00:00,91.2
1/18/2018 16:00:00,90.18
1/19/2018 16:00:00,91.07
1/22/2018 16:00:00,91.89
1/23/2018 16:00:00,89.05
1/24/2018 16:00:00,88.31
1/25/2018 16:00:00,88.34
1/26/2018 16:00:00,87.73
1/29/2018 16:00:00,86.86
1/30/2018 16:00:00,86.95
1/31/2018 16:00:00,86.34
2/1/2018 16:00:00,85.85
2/2/2018 16:00:00,84.25
2/5/2018 16:00:00,81.06
2/6/2018 16:00:00,82.38
2/7/2018 16:00:00,81.84
2/8/2018 16:00:00,80.22
2/9/2018 16:00:00,79.92
2/12/2018 16:00:00,81.33
2/13/2018 16:00:00,81.5
2/14/2018 16:00:00,80.68
2/15/2018 16:00:00,82.41
2/16/2018 16:00:00,82.6
2/20/2018 16:00:00,81.34
2/21/2018 16:00:00,80.24
2/22/2018 16:00:00,80.84
2/23/2018 16:00:00,81.05
2/26/2018 16:00:00,81.63
2/27/2018 16:00:00,80.54
2/28/2018 16:00:00,78.52
3/1/2018 16:00:00,78.7
3/2/2018 16:00:00,79.5
3/5/2018 16:00:00,80.29
3/6/2018 16:00:00,80.02
3/7/2018 16:00:00,79.16
3/8/2018 16:00:00,79.97
3/9/2018 16:00:00,80.29
3/12/2018 16:00:00,79.86
3/13/2018 16:00:00,79.72
3/14/2018 16:00:00,79
3/15/2018 16:00:00,78.67
3/16/2018 16:00:00,78.97
3/19/2018 16:00:00,78.66
3/20/2018 16:00:00,78.31
3/21/2018 16:00:00,77.04
3/22/2018 16:00:00,76.41
3/23/2018 16:00:00,75.91
3/26/2018 16:00:00,76.41
3/27/2018 16:00:00,77.79
3/28/2018 16:00:00,78.84
3/29/2018 16:00:00,79.28
4/2/2018 16:00:00,77.4
4/3/2018 16:00:00,78.46
4/4/2018 16:00:00,79.05
4/5/2018 16:00:00,78.8
4/6/2018 16:00:00,78.43
4/9/2018 16:00:00,78.16
4/10/2018 16:00:00,78.37
4/11/2018 16:00:00,78.27
4/12/2018 16:00:00,77.79
4/13/2018 16:00:00,78.37
4/16/2018 16:00:00,78.61
4/17/2018 16:00:00,78.43
4/18/2018 16:00:00,78.2
4/19/2018 16:00:00,74.95
4/20/2018 16:00:00,73.8
4/23/2018 16:00:00,73
4/24/2018 16:00:00,72.5
4/25/2018 16:00:00,72.3
4/26/2018 16:00:00,72.75
4/27/2018 16:00:00,72.81
4/30/2018 16:00:00,72.34
5/1/2018 16:00:00,71.96
5/2/2018 16:00:00,70.94
5/3/2018 16:00:00,71.36
5/4/2018 16:00:00,72.43
5/7/2018 16:00:00,71.98
5/8/2018 16:00:00,71.44
5/9/2018 16:00:00,72.37
5/10/2018 16:00:00,73.15
5/11/2018 16:00:00,73.37
5/14/2018 16:00:00,73.28
5/15/2018 16:00:00,72.95
5/16/2018 16:00:00,73.53
5/17/2018 16:00:00,73.96
5/18/2018 16:00:00,73.45
5/21/2018 16:00:00,74.06
5/22/2018 16:00:00,74.03
5/23/2018 16:00:00,74.18
5/24/2018 16:00:00,73.77
5/25/2018 16:00:00,74.31
5/29/2018 16:00:00,74.05
5/30/2018 16:00:00,74.89
5/31/2018 16:00:00,73.17
6/1/2018 16:00:00,73.45
6/4/2018 16:00:00,74.18
6/5/2018 16:00:00,73.97
6/6/2018 16:00:00,74.35
